celltype_HCA_fine,source_study,source_doi,author_label,n_cells
Endo_artery,celltype_GarciaAlonso2021,10.1038/s41588-021-00972-2,Endothelial SEMA3G,299
Endo_artery,celltype_GarciaAlonso2021,10.1038/s41588-021-00972-2,Endothelial ACKR1,224
Endo_artery,celltype_GarciaAlonso2022,10.1038/s41586-022-04918-4,Endothelial,946
Endo_artery,celltype_GarciaAlonso2022,10.1038/s41586-022-04918-4,Epithelial,1
Endo_artery,celltype_HECA,"10.1038/s41588-024-01873-w (HECA/Marečková 2024, tentative)",Arterial,659
Endo_artery,celltype_HECA,"10.1038/s41588-024-01873-w (HECA/Marečková 2024, tentative)",Venous,86
Endo_artery,celltype_Lardenois2026,10.1016/j.devcel.2025.09.011,Endothelial,27
Endo_artery,celltype_Lorenzi2025,10.1038/s41586-025-09875-2,Endothelial,1016
Endo_artery,celltype_OvarySanger2026,(unresolved: Sanger ovary 2026),Endo_Art,1812
Endo_artery,celltype_OvarySanger2026,(unresolved: Sanger ovary 2026),Endo_Art_LY6H+_angiogenic,506
Endo_artery,celltype_OvarySanger2026,(unresolved: Sanger ovary 2026),Endo_Cap,206
Endo_artery,celltype_OvarySanger2026,(unresolved: Sanger ovary 2026),Endo_Art_HEY2+_notch,79
Endo_artery,celltype_OvarySanger2026,(unresolved: Sanger ovary 2026),Endo_Cap_LY6H+_angiogenic,25
Endo_artery,celltype_OvarySanger2026,(unresolved: Sanger ovary 2026),Endo_Cycling,6
Endo_artery,celltype_OvarySanger2026,(unresolved: Sanger ovary 2026),Endo_Ven,1
Endo_artery,celltype_OvarySanger2026,(unresolved: Sanger ovary 2026),PV_SMC_Arterial,1
Endo_artery,celltype_Ulrich2022,10.1016/j.devcel.2022.02.017,blood vessel endothelial cell,322
Endo_artery,celltype_Ulrich2024,10.1073/pnas.2404775121,Artery,1039
Endo_artery,celltype_Ulrich2024,10.1073/pnas.2404775121,aPCV,134
Endo_artery,celltype_Ulrich2024,10.1073/pnas.2404775121,Tip,75
Endo_artery,celltype_Ulrich2024,10.1073/pnas.2404775121,Capillary,20
Endo_artery,celltype_Ulrich2024,10.1073/pnas.2404775121,tPCV,18
Endo_artery,celltype_Ulrich2024,10.1073/pnas.2404775121,EndoMT,8
Endo_artery,celltype_Ulrich2024,10.1073/pnas.2404775121,HEV,5
Endo_artery,celltype_Ulrich2024,10.1073/pnas.2404775121,PCV,5
Endo_artery,celltype_Ulrich2024,10.1073/pnas.2404775121,HMGB2-Prolif,3
Endo_artery,celltype_Ulrich2024,10.1073/pnas.2404775121,MUC16+_Gland_sec,2
Endo_artery,celltype_Ulrich2024,10.1073/pnas.2404775121,Fibrocytes,1
Endo_artery,celltype_Ulrich2024,10.1073/pnas.2404775121,Gland-sec-progenitor-A,1
Endo_artery,celltype_Ulrich2024,10.1073/pnas.2404775121,Myoepithelial,1
Endo_artery,celltype_Ulrich2024,10.1073/pnas.2404775121,Tissue-resident-vascular-progenitor,1
Endo_artery,celltype_Weigert2025,10.1038/s41467-024-55440-2,endothelial cell,766
Endo_artery,celltype_Weigert2025,10.1038/s41467-024-55440-2,ciliated epithelial cell,2
Endo_artery,celltype_Weigert2025,10.1038/s41467-024-55440-2,endothelial cell of lymphatic vessel,2
Endo_artery,celltype_Weigert2025,10.1038/s41467-024-55440-2,stromal cell,1
Endo_cap,celltype_GarciaAlonso2021,10.1038/s41588-021-00972-2,Endothelial ACKR1,366
Endo_cap,celltype_GarciaAlonso2021,10.1038/s41588-021-00972-2,Endothelial SEMA3G,1
Endo_cap,celltype_GarciaAlonso2022,10.1038/s41586-022-04918-4,Endothelial,2751
Endo_cap,celltype_HECA,"10.1038/s41588-024-01873-w (HECA/Marečková 2024, tentative)",Venous,437
Endo_cap,celltype_HECA,"10.1038/s41588-024-01873-w (HECA/Marečková 2024, tentative)",Arterial,33
Endo_cap,celltype_HECA,"10.1038/s41588-024-01873-w (HECA/Marečková 2024, tentative)",Lymphatic,1
Endo_cap,celltype_Lardenois2026,10.1016/j.devcel.2025.09.011,Endothelial,107
Endo_cap,celltype_Lorenzi2025,10.1038/s41586-025-09875-2,Endothelial,2142
Endo_cap,celltype_Lorenzi2025,10.1038/s41586-025-09875-2,Preputial Lamina Epi,1
Endo_cap,celltype_OvarySanger2026,(unresolved: Sanger ovary 2026),Endo_Cap,5398
Endo_cap,celltype_OvarySanger2026,(unresolved: Sanger ovary 2026),Endo_Art,237
Endo_cap,celltype_OvarySanger2026,(unresolved: Sanger ovary 2026),Endo_Cap_LY6H+_angiogenic,206
Endo_cap,celltype_OvarySanger2026,(unresolved: Sanger ovary 2026),Endo_Cycling,89
Endo_cap,celltype_OvarySanger2026,(unresolved: Sanger ovary 2026),Endo_Ven,50
Endo_cap,celltype_OvarySanger2026,(unresolved: Sanger ovary 2026),Endo_Art_LY6H+_angiogenic,43
Endo_cap,celltype_OvarySanger2026,(unresolved: Sanger ovary 2026),Endo_Cap_CA2+_angiogenic,5
Endo_cap,celltype_OvarySanger2026,(unresolved: Sanger ovary 2026),Endo_Cap_VCAN+_activated,3
Endo_cap,celltype_OvarySanger2026,(unresolved: Sanger ovary 2026),PV_SMC_Arterial,2
Endo_cap,celltype_OvarySanger2026,(unresolved: Sanger ovary 2026),Endo_Lymph,1
Endo_cap,celltype_Ulrich2022,10.1016/j.devcel.2022.02.017,blood vessel endothelial cell,132
Endo_cap,celltype_Ulrich2022,10.1016/j.devcel.2022.02.017,endothelial cell of lymphatic vessel,1
Endo_cap,celltype_Ulrich2024,10.1073/pnas.2404775121,aPCV,1236
Endo_cap,celltype_Ulrich2024,10.1073/pnas.2404775121,PCV,203
Endo_cap,celltype_Ulrich2024,10.1073/pnas.2404775121,tPCV,95
Endo_cap,celltype_Ulrich2024,10.1073/pnas.2404775121,Tip,33
Endo_cap,celltype_Ulrich2024,10.1073/pnas.2404775121,Capillary,18
Endo_cap,celltype_Ulrich2024,10.1073/pnas.2404775121,HEV,14
Endo_cap,celltype_Ulrich2024,10.1073/pnas.2404775121,Artery,8
Endo_cap,celltype_Ulrich2024,10.1073/pnas.2404775121,EndoMT,3
Endo_cap,celltype_Ulrich2024,10.1073/pnas.2404775121,HMGB2-Prolif,3
Endo_cap,celltype_Weigert2025,10.1038/s41467-024-55440-2,endothelial cell,1029
Endo_cap_APCDD1,celltype_GarciaAlonso2021,10.1038/s41588-021-00972-2,Endothelial ACKR1,265
Endo_cap_APCDD1,celltype_HECA,"10.1038/s41588-024-01873-w (HECA/Marečková 2024, tentative)",Venous,570
Endo_cap_APCDD1,celltype_HECA,"10.1038/s41588-024-01873-w (HECA/Marečková 2024, tentative)",Arterial,7
Endo_cap_APCDD1,celltype_OvarySanger2026,(unresolved: Sanger ovary 2026),Endo_Cap,102
Endo_cap_APCDD1,celltype_OvarySanger2026,(unresolved: Sanger ovary 2026),Endo_Art,1
Endo_cap_APCDD1,celltype_OvarySanger2026,(unresolved: Sanger ovary 2026),Endo_Cap_LY6H+_angiogenic,1
Endo_cap_APCDD1,celltype_Ulrich2024,10.1073/pnas.2404775121,HEV,141
Endo_cap_APCDD1,celltype_Ulrich2024,10.1073/pnas.2404775121,aPCV,83
Endo_cap_APCDD1,celltype_Ulrich2024,10.1073/pnas.2404775121,PCV,60
Endo_cap_APCDD1,celltype_Ulrich2024,10.1073/pnas.2404775121,Tip,49
Endo_cap_APCDD1,celltype_Ulrich2024,10.1073/pnas.2404775121,tPCV,10
Endo_cap_APCDD1,celltype_Ulrich2024,10.1073/pnas.2404775121,Capillary,5
Endo_cap_APCDD1,celltype_Ulrich2024,10.1073/pnas.2404775121,EndoMT,1
Endo_cap_APCDD1,celltype_Weigert2025,10.1038/s41467-024-55440-2,endothelial cell,2
Endo_cap_APCDD1+,celltype_GarciaAlonso2022,10.1038/s41586-022-04918-4,Endothelial,263
Endo_cap_APCDD1+,celltype_Lorenzi2025,10.1038/s41586-025-09875-2,Endothelial,2174
Endo_cap_APCDD1+,celltype_OvarySanger2026,(unresolved: Sanger ovary 2026),Endo_Cap,251
Endo_cap_APCDD1+,celltype_OvarySanger2026,(unresolved: Sanger ovary 2026),Endo_Cycling,5
Endo_cap_APCDD1+,celltype_OvarySanger2026,(unresolved: Sanger ovary 2026),Endo_Cap_LY6H+_angiogenic,2
Endo_cap_APCDD1+,celltype_OvarySanger2026,(unresolved: Sanger ovary 2026),Endo_Ven,2
Endo_cap_APCDD1+,celltype_OvarySanger2026,(unresolved: Sanger ovary 2026),Endo_Art,1
Endo_cap_cycl,celltype_GarciaAlonso2021,10.1038/s41588-021-00972-2,Endothelial ACKR1,183
Endo_cap_cycl,celltype_GarciaAlonso2021,10.1038/s41588-021-00972-2,Endothelial SEMA3G,1
Endo_cap_cycl,celltype_GarciaAlonso2022,10.1038/s41586-022-04918-4,Endothelial,606
Endo_cap_cycl,celltype_HECA,"10.1038/s41588-024-01873-w (HECA/Marečková 2024, tentative)",Venous,691
Endo_cap_cycl,celltype_HECA,"10.1038/s41588-024-01873-w (HECA/Marečková 2024, tentative)",Arterial,25
Endo_cap_cycl,celltype_Lardenois2026,10.1016/j.devcel.2025.09.011,Endothelial,26
Endo_cap_cycl,celltype_Lorenzi2025,10.1038/s41586-025-09875-2,Endothelial,596
Endo_cap_cycl,celltype_OvarySanger2026,(unresolved: Sanger ovary 2026),Endo_Cycling,230
Endo_cap_cycl,celltype_OvarySanger2026,(unresolved: Sanger ovary 2026),Endo_Cap,25
Endo_cap_cycl,celltype_OvarySanger2026,(unresolved: Sanger ovary 2026),Endo_Cap_LY6H+_angiogenic,3
Endo_cap_cycl,celltype_OvarySanger2026,(unresolved: Sanger ovary 2026),Endo_Art_HEY2+_notch,1
Endo_cap_cycl,celltype_OvarySanger2026,(unresolved: Sanger ovary 2026),Endo_Ven,1
Endo_cap_cycl,celltype_Ulrich2022,10.1016/j.devcel.2022.02.017,endothelial cell of lymphatic vessel,1
Endo_cap_cycl,celltype_Ulrich2024,10.1073/pnas.2404775121,HMGB2-Prolif,120
Endo_cap_cycl,celltype_Ulrich2024,10.1073/pnas.2404775121,Gland-sec-progenitor-A,21
Endo_cap_cycl,celltype_Ulrich2024,10.1073/pnas.2404775121,HEV,18
Endo_cap_cycl,celltype_Ulrich2024,10.1073/pnas.2404775121,Tip,14
Endo_cap_cycl,celltype_Ulrich2024,10.1073/pnas.2404775121,aPCV,14
Endo_cap_cycl,celltype_Ulrich2024,10.1073/pnas.2404775121,Capillary,6
Endo_cap_cycl,celltype_Ulrich2024,10.1073/pnas.2404775121,PCV,6
Endo_cap_cycl,celltype_Ulrich2024,10.1073/pnas.2404775121,tPCV,2
Endo_cap_cycl,celltype_Ulrich2024,10.1073/pnas.2404775121,Sox9-Glandular,1
Endo_cap_cycl,celltype_Ulrich2024,10.1073/pnas.2404775121,eS-proliferative,1
Endo_cap_cycl,celltype_Weigert2025,10.1038/s41467-024-55440-2,endothelial cell,2
Endo_cap_cycl,celltype_Weigert2025,10.1038/s41467-024-55440-2,endothelial cell of lymphatic vessel,2
Endo_cap_kidney,celltype_GarciaAlonso2022,10.1038/s41586-022-04918-4,Endothelial,316
Endo_cap_kidney,celltype_Lardenois2026,10.1016/j.devcel.2025.09.011,Endothelial,2
Endo_cap_kidney,celltype_Lorenzi2025,10.1038/s41586-025-09875-2,Endothelial,184
Endo_cap_kidney,celltype_OvarySanger2026,(unresolved: Sanger ovary 2026),Endo_Cap,5
Endo_cap_kidney,celltype_OvarySanger2026,(unresolved: Sanger ovary 2026),Endo_Cycling,1
Endo_cap_tip,celltype_GarciaAlonso2021,10.1038/s41588-021-00972-2,Endothelial ACKR1,43
Endo_cap_tip,celltype_GarciaAlonso2021,10.1038/s41588-021-00972-2,Endothelial SEMA3G,2
Endo_cap_tip,celltype_GarciaAlonso2022,10.1038/s41586-022-04918-4,Endothelial,264
Endo_cap_tip,celltype_HECA,"10.1038/s41588-024-01873-w (HECA/Marečková 2024, tentative)",Venous,200
Endo_cap_tip,celltype_HECA,"10.1038/s41588-024-01873-w (HECA/Marečková 2024, tentative)",Arterial,5
Endo_cap_tip,celltype_Lardenois2026,10.1016/j.devcel.2025.09.011,Endothelial,8
Endo_cap_tip,celltype_Lorenzi2025,10.1038/s41586-025-09875-2,Endothelial,365
Endo_cap_tip,celltype_OvarySanger2026,(unresolved: Sanger ovary 2026),Endo_Cap_LY6H+_angiogenic,804
Endo_cap_tip,celltype_OvarySanger2026,(unresolved: Sanger ovary 2026),Endo_Cap,268
Endo_cap_tip,celltype_OvarySanger2026,(unresolved: Sanger ovary 2026),Endo_Art,47
Endo_cap_tip,celltype_OvarySanger2026,(unresolved: Sanger ovary 2026),Endo_Art_LY6H+_angiogenic,31
Endo_cap_tip,celltype_OvarySanger2026,(unresolved: Sanger ovary 2026),Endo_Cycling,15
Endo_cap_tip,celltype_OvarySanger2026,(unresolved: Sanger ovary 2026),Endo_Cap_CA2+_angiogenic,1
Endo_cap_tip,celltype_OvarySanger2026,(unresolved: Sanger ovary 2026),Endo_Ven,1
Endo_cap_tip,celltype_Ulrich2022,10.1016/j.devcel.2022.02.017,blood vessel endothelial cell,2
Endo_cap_tip,celltype_Ulrich2024,10.1073/pnas.2404775121,aPCV,40
Endo_cap_tip,celltype_Ulrich2024,10.1073/pnas.2404775121,Tip,21
Endo_cap_tip,celltype_Ulrich2024,10.1073/pnas.2404775121,HEV,7
Endo_cap_tip,celltype_Ulrich2024,10.1073/pnas.2404775121,Artery,1
Endo_cap_tip,celltype_Ulrich2024,10.1073/pnas.2404775121,Capillary,1
Endo_cap_tip,celltype_Ulrich2024,10.1073/pnas.2404775121,PCV,1
Endo_cap_tip,celltype_Ulrich2024,10.1073/pnas.2404775121,tPCV,1
Endo_cap_tip,celltype_Weigert2025,10.1038/s41467-024-55440-2,endothelial cell,1
Endo_lymp,celltype_GarciaAlonso2021,10.1038/s41588-021-00972-2,Other,25
Endo_lymp,celltype_GarciaAlonso2022,10.1038/s41586-022-04918-4,Endothelial,457
Endo_lymp,celltype_HECA,"10.1038/s41588-024-01873-w (HECA/Marečková 2024, tentative)",Lymphatic,99
Endo_lymp,celltype_Lardenois2026,10.1016/j.devcel.2025.09.011,Endothelial,6
Endo_lymp,celltype_Lorenzi2025,10.1038/s41586-025-09875-2,Endothelial Lymphatic,506
Endo_lymp,celltype_Lorenzi2025,10.1038/s41586-025-09875-2,Endothelial,22
Endo_lymp,celltype_OvarySanger2026,(unresolved: Sanger ovary 2026),Endo_Lymph,598
Endo_lymp,celltype_OvarySanger2026,(unresolved: Sanger ovary 2026),Endo_Cycling,6
Endo_lymp,celltype_OvarySanger2026,(unresolved: Sanger ovary 2026),Endo_Cap,1
Endo_lymp,celltype_Ulrich2022,10.1016/j.devcel.2022.02.017,endothelial cell of lymphatic vessel,2086
Endo_lymp,celltype_Ulrich2022,10.1016/j.devcel.2022.02.017,blood vessel endothelial cell,1
Endo_lymp,celltype_Ulrich2024,10.1073/pnas.2404775121,L_Endo,487
Endo_lymp,celltype_Ulrich2024,10.1073/pnas.2404775121,HMGB2-Prolif,9
Endo_lymp,celltype_Ulrich2024,10.1073/pnas.2404775121,MUC16+_Gland_sec,4
Endo_lymp,celltype_Ulrich2024,10.1073/pnas.2404775121,PCV,3
Endo_lymp,celltype_Ulrich2024,10.1073/pnas.2404775121,eS-proliferative,1
Endo_lymp,celltype_Weigert2025,10.1038/s41467-024-55440-2,endothelial cell of lymphatic vessel,2781
Endo_lymp,celltype_Weigert2025,10.1038/s41467-024-55440-2,stromal cell,1
Endo_ven_apcv,celltype_GarciaAlonso2021,10.1038/s41588-021-00972-2,Endothelial ACKR1,276
Endo_ven_apcv,celltype_GarciaAlonso2021,10.1038/s41588-021-00972-2,Endothelial SEMA3G,1
Endo_ven_apcv,celltype_HECA,"10.1038/s41588-024-01873-w (HECA/Marečková 2024, tentative)",Venous,263
Endo_ven_apcv,celltype_HECA,"10.1038/s41588-024-01873-w (HECA/Marečková 2024, tentative)",Arterial,3
Endo_ven_apcv,celltype_OvarySanger2026,(unresolved: Sanger ovary 2026),Endo_Cap,19
Endo_ven_apcv,celltype_OvarySanger2026,(unresolved: Sanger ovary 2026),Endo_Art,1
Endo_ven_apcv,celltype_OvarySanger2026,(unresolved: Sanger ovary 2026),Endo_Art_LY6H+_angiogenic,1
Endo_ven_apcv,celltype_Ulrich2022,10.1016/j.devcel.2022.02.017,blood vessel endothelial cell,396
Endo_ven_apcv,celltype_Ulrich2024,10.1073/pnas.2404775121,Capillary,197
Endo_ven_apcv,celltype_Ulrich2024,10.1073/pnas.2404775121,tPCV,73
Endo_ven_apcv,celltype_Ulrich2024,10.1073/pnas.2404775121,aPCV,37
Endo_ven_apcv,celltype_Ulrich2024,10.1073/pnas.2404775121,Artery,8
Endo_ven_apcv,celltype_Ulrich2024,10.1073/pnas.2404775121,HEV,7
Endo_ven_apcv,celltype_Ulrich2024,10.1073/pnas.2404775121,PCV,5
Endo_ven_apcv,celltype_Ulrich2024,10.1073/pnas.2404775121,EndoMT,4
Endo_ven_apcv,celltype_Ulrich2024,10.1073/pnas.2404775121,MUC16+_Gland_sec,1
Endo_ven_apcv,celltype_Weigert2025,10.1038/s41467-024-55440-2,endothelial cell,1168
Endo_ven_hev,celltype_GarciaAlonso2021,10.1038/s41588-021-00972-2,Endothelial ACKR1,890
Endo_ven_hev,celltype_GarciaAlonso2021,10.1038/s41588-021-00972-2,Endothelial SEMA3G,5
Endo_ven_hev,celltype_HECA,"10.1038/s41588-024-01873-w (HECA/Marečková 2024, tentative)",Venous,3055
Endo_ven_hev,celltype_HECA,"10.1038/s41588-024-01873-w (HECA/Marečková 2024, tentative)",Arterial,13
Endo_ven_hev,celltype_HECA,"10.1038/s41588-024-01873-w (HECA/Marečková 2024, tentative)",Lymphatic,1
Endo_ven_hev,celltype_OvarySanger2026,(unresolved: Sanger ovary 2026),Endo_Cap,237
Endo_ven_hev,celltype_OvarySanger2026,(unresolved: Sanger ovary 2026),Endo_Ven,7
Endo_ven_hev,celltype_OvarySanger2026,(unresolved: Sanger ovary 2026),Endo_Cap_LY6H+_angiogenic,3
Endo_ven_hev,celltype_OvarySanger2026,(unresolved: Sanger ovary 2026),Endo_Art,2
Endo_ven_hev,celltype_OvarySanger2026,(unresolved: Sanger ovary 2026),Endo_Cap_VCAN+_activated,2
Endo_ven_hev,celltype_OvarySanger2026,(unresolved: Sanger ovary 2026),Endo_Art_LY6H+_angiogenic,1
Endo_ven_hev,celltype_Ulrich2022,10.1016/j.devcel.2022.02.017,blood vessel endothelial cell,7
Endo_ven_hev,celltype_Ulrich2024,10.1073/pnas.2404775121,PCV,368
Endo_ven_hev,celltype_Ulrich2024,10.1073/pnas.2404775121,HEV,353
Endo_ven_hev,celltype_Ulrich2024,10.1073/pnas.2404775121,tPCV,179
Endo_ven_hev,celltype_Ulrich2024,10.1073/pnas.2404775121,Capillary,134
Endo_ven_hev,celltype_Ulrich2024,10.1073/pnas.2404775121,aPCV,102
Endo_ven_hev,celltype_Ulrich2024,10.1073/pnas.2404775121,Tip,77
Endo_ven_hev,celltype_Ulrich2024,10.1073/pnas.2404775121,EndoMT,10
Endo_ven_hev,celltype_Ulrich2024,10.1073/pnas.2404775121,Artery,6
Endo_ven_hev,celltype_Ulrich2024,10.1073/pnas.2404775121,HMGB2-Prolif,5
Endo_ven_hev,celltype_Weigert2025,10.1038/s41467-024-55440-2,endothelial cell,18
Endo_ven_hev,celltype_Weigert2025,10.1038/s41467-024-55440-2,endothelial cell of lymphatic vessel,1
Endo_ven_pcv,celltype_GarciaAlonso2021,10.1038/s41588-021-00972-2,Endothelial ACKR1,1327
Endo_ven_pcv,celltype_GarciaAlonso2022,10.1038/s41586-022-04918-4,Endothelial,673
Endo_ven_pcv,celltype_HECA,"10.1038/s41588-024-01873-w (HECA/Marečková 2024, tentative)",Venous,378
Endo_ven_pcv,celltype_Lardenois2026,10.1016/j.devcel.2025.09.011,Endothelial,2
Endo_ven_pcv,celltype_Lorenzi2025,10.1038/s41586-025-09875-2,Endothelial,1396
Endo_ven_pcv,celltype_Lorenzi2025,10.1038/s41586-025-09875-2,Endothelial Lymphatic,1
Endo_ven_pcv,celltype_OvarySanger2026,(unresolved: Sanger ovary 2026),Endo_Ven,668
Endo_ven_pcv,celltype_OvarySanger2026,(unresolved: Sanger ovary 2026),Endo_Cap,658
Endo_ven_pcv,celltype_OvarySanger2026,(unresolved: Sanger ovary 2026),Endo_Cap_VCAN+_activated,168
Endo_ven_pcv,celltype_OvarySanger2026,(unresolved: Sanger ovary 2026),Endo_Cycling,7
Endo_ven_pcv,celltype_OvarySanger2026,(unresolved: Sanger ovary 2026),Endo_Cap_LY6H+_angiogenic,4
Endo_ven_pcv,celltype_OvarySanger2026,(unresolved: Sanger ovary 2026),Endo_Art,2
Endo_ven_pcv,celltype_OvarySanger2026,(unresolved: Sanger ovary 2026),PV_SMC_Arterial,2
Endo_ven_pcv,celltype_OvarySanger2026,(unresolved: Sanger ovary 2026),Endo_Cap_CA2+_angiogenic,1
Endo_ven_pcv,celltype_Ulrich2022,10.1016/j.devcel.2022.02.017,blood vessel endothelial cell,213
Endo_ven_pcv,celltype_Ulrich2022,10.1016/j.devcel.2022.02.017,endothelial cell of lymphatic vessel,1
Endo_ven_pcv,celltype_Ulrich2024,10.1073/pnas.2404775121,PCV,2378
Endo_ven_pcv,celltype_Ulrich2024,10.1073/pnas.2404775121,tPCV,466
Endo_ven_pcv,celltype_Ulrich2024,10.1073/pnas.2404775121,aPCV,178
Endo_ven_pcv,celltype_Ulrich2024,10.1073/pnas.2404775121,Capillary,47
Endo_ven_pcv,celltype_Ulrich2024,10.1073/pnas.2404775121,HEV,26
Endo_ven_pcv,celltype_Ulrich2024,10.1073/pnas.2404775121,EndoMT,11
Endo_ven_pcv,celltype_Ulrich2024,10.1073/pnas.2404775121,HMGB2-Prolif,10
Endo_ven_pcv,celltype_Ulrich2024,10.1073/pnas.2404775121,Artery,1
Endo_ven_pcv,celltype_Ulrich2024,10.1073/pnas.2404775121,Gland-sec-progenitor-A,1
Endo_ven_pcv,celltype_Ulrich2024,10.1073/pnas.2404775121,MUC16+_Gland_sec,1
Endo_ven_pcv,celltype_Weigert2025,10.1038/s41467-024-55440-2,endothelial cell,586
Endo_ven_pcv,celltype_Weigert2025,10.1038/s41467-024-55440-2,endothelial cell of lymphatic vessel,2
Endo_ven_tpcv,celltype_GarciaAlonso2021,10.1038/s41588-021-00972-2,Endothelial ACKR1,1827
Endo_ven_tpcv,celltype_GarciaAlonso2021,10.1038/s41588-021-00972-2,Endothelial SEMA3G,15
Endo_ven_tpcv,celltype_HECA,"10.1038/s41588-024-01873-w (HECA/Marečková 2024, tentative)",Venous,982
Endo_ven_tpcv,celltype_HECA,"10.1038/s41588-024-01873-w (HECA/Marečková 2024, tentative)",Arterial,70
Endo_ven_tpcv,celltype_OvarySanger2026,(unresolved: Sanger ovary 2026),Endo_Cap,187
Endo_ven_tpcv,celltype_OvarySanger2026,(unresolved: Sanger ovary 2026),Endo_Ven,58
Endo_ven_tpcv,celltype_OvarySanger2026,(unresolved: Sanger ovary 2026),Endo_Art,50
Endo_ven_tpcv,celltype_OvarySanger2026,(unresolved: Sanger ovary 2026),Endo_Art_LY6H+_angiogenic,6
Endo_ven_tpcv,celltype_OvarySanger2026,(unresolved: Sanger ovary 2026),Endo_Cap_VCAN+_activated,2
Endo_ven_tpcv,celltype_Ulrich2022,10.1016/j.devcel.2022.02.017,blood vessel endothelial cell,2342
Endo_ven_tpcv,celltype_Ulrich2022,10.1016/j.devcel.2022.02.017,endothelial cell of lymphatic vessel,4
Endo_ven_tpcv,celltype_Ulrich2024,10.1073/pnas.2404775121,tPCV,2826
Endo_ven_tpcv,celltype_Ulrich2024,10.1073/pnas.2404775121,Capillary,1227
Endo_ven_tpcv,celltype_Ulrich2024,10.1073/pnas.2404775121,PCV,722
Endo_ven_tpcv,celltype_Ulrich2024,10.1073/pnas.2404775121,aPCV,577
Endo_ven_tpcv,celltype_Ulrich2024,10.1073/pnas.2404775121,EndoMT,73
Endo_ven_tpcv,celltype_Ulrich2024,10.1073/pnas.2404775121,Artery,64
Endo_ven_tpcv,celltype_Ulrich2024,10.1073/pnas.2404775121,HEV,45
Endo_ven_tpcv,celltype_Ulrich2024,10.1073/pnas.2404775121,Tip,21
Endo_ven_tpcv,celltype_Ulrich2024,10.1073/pnas.2404775121,Tissue-resident-vascular-progenitor,6
Endo_ven_tpcv,celltype_Ulrich2024,10.1073/pnas.2404775121,Gland-sec-progenitor-A,3
Endo_ven_tpcv,celltype_Ulrich2024,10.1073/pnas.2404775121,HMGB2-Prolif,3
Endo_ven_tpcv,celltype_Ulrich2024,10.1073/pnas.2404775121,MUC16+_Gland_sec,2
Endo_ven_tpcv,celltype_Ulrich2024,10.1073/pnas.2404775121,dS2,1
Endo_ven_tpcv,celltype_Weigert2025,10.1038/s41467-024-55440-2,endothelial cell,1196
Endo_ven_tpcv,celltype_Weigert2025,10.1038/s41467-024-55440-2,endothelial cell of lymphatic vessel,1
Endo_ven_tpcv,celltype_Weigert2025,10.1038/s41467-024-55440-2,fallopian tube secretory epithelial cell,1
Epi_EndoCil_Cyc,celltype_GarciaAlonso2021,10.1038/s41588-021-00972-2,Ciliated,141
Epi_EndoCil_Cyc,celltype_HECA,"10.1038/s41588-024-01873-w (HECA/Marečková 2024, tentative)",Ciliated,182
Epi_EndoCil_Cyc,celltype_HECA,"10.1038/s41588-024-01873-w (HECA/Marečková 2024, tentative)",preCiliated,100
Epi_EndoCil_Cyc,celltype_Ulrich2024,10.1073/pnas.2404775121,Ciliated,794
Epi_EndoCil_Cyc,celltype_Ulrich2024,10.1073/pnas.2404775121,Gland-sec-progenitor-B,134
Epi_EndoCil_Cyc,celltype_Ulrich2024,10.1073/pnas.2404775121,Lumenal,20
Epi_EndoCil_Cyc,celltype_Ulrich2024,10.1073/pnas.2404775121,Gland-sec-progenitor-A,14
Epi_EndoCil_Cyc,celltype_Ulrich2024,10.1073/pnas.2404775121,HMGB2-Prolif,12
Epi_EndoCil_Cyc,celltype_Ulrich2024,10.1073/pnas.2404775121,Sox9-Glandular,5
Epi_EndoCil_Cyc,celltype_Ulrich2024,10.1073/pnas.2404775121,uSMC,2
Epi_EndoCil_Diff,celltype_GarciaAlonso2021,10.1038/s41588-021-00972-2,Ciliated,1584
Epi_EndoCil_Diff,celltype_GarciaAlonso2021,10.1038/s41588-021-00972-2,Glandular,2
Epi_EndoCil_Diff,celltype_GarciaAlonso2021,10.1038/s41588-021-00972-2,Lumenal,1
Epi_EndoCil_Diff,celltype_GarciaAlonso2021,10.1038/s41588-021-00972-2,Other,1
Epi_EndoCil_Diff,celltype_GarciaAlonso2021,10.1038/s41588-021-00972-2,SOX9,1
Epi_EndoCil_Diff,celltype_HECA,"10.1038/s41588-024-01873-w (HECA/Marečková 2024, tentative)",Ciliated,2156
Epi_EndoCil_Diff,celltype_HECA,"10.1038/s41588-024-01873-w (HECA/Marečková 2024, tentative)",SOX9_luminal,5
Epi_EndoCil_Diff,celltype_HECA,"10.1038/s41588-024-01873-w (HECA/Marečková 2024, tentative)",preGlandular,2
Epi_EndoCil_Diff,celltype_HECA,"10.1038/s41588-024-01873-w (HECA/Marečková 2024, tentative)",Glandular,1
Epi_EndoCil_Diff,celltype_HECA,"10.1038/s41588-024-01873-w (HECA/Marečková 2024, tentative)",KRT5,1
Epi_EndoCil_Diff,celltype_HECA,"10.1038/s41588-024-01873-w (HECA/Marečková 2024, tentative)",Luminal,1
Epi_EndoCil_Diff,celltype_HECA,"10.1038/s41588-024-01873-w (HECA/Marečková 2024, tentative)",SOX9_functionalis_I,1
